"","URL","Name","YearEst","Employees","Revenue"
"343","https://www.proff.dk/firma/genecis-bioindustries-aps/k%C3%B8benhavn-k/bioteknologi/0PGF1LI0225/","Genecis Bioindustries ApS",0,0,0
"344","https://www.proff.dk/firma/imcor-aps/eg%C3%A5/bioteknologi/0PGFHEI0225/","IMCOR ApS",0,0,0
"345","https://www.proff.dk/firma/bettasensing-aps/aarhus-c/bioteknologi/0PGI19I0225/","BettaSensing ApS",0,0,0
"346","https://www.proff.dk/firma/roslevconsulting/silkeborg/bioteknologi/0PGMSDI0225/","RoslevConsulting",0,0,0
"347","https://www.proff.dk/firma/cystotech-aps/aarhus-c/bioteknologi/0PGSALI0225/","Cystotech ApS",0,0,0
"348","https://www.proff.dk/firma/pjl-life-sciences-aps/klampenborg/bioteknologi/0PGSJFI0225/","PJL Life Sciences ApS",0,0,0
"349","https://www.proff.dk/firma/autoflow/hellerup/bioteknologi/0PIQ2TI0225/","AutoFlow",0,0,0
"350","https://www.proff.dk/firma/neo-biopharm-aps/hellerup/bioteknologi/0PIZ3WI0225/","Neo Biopharm ApS",0,0,0
"351","https://www.proff.dk/firma/adaptvac-aps/k%C3%B8benhavn-n/bioteknologi/0N26D6I0225/","AdaptVac ApS",2017,5,20231
"352","https://www.proff.dk/firma/bgi-europe-as/k%C3%B8benhavn-n/bioteknologi/0JLTZGI0225/","BGI EUROPE A/S",2010,22,18745
"353","https://www.proff.dk/firma/clinical-microbiomics-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0M5ZCAI0225/","Clinical-Microbiomics A/S",2015,36,17024
"354","https://www.proff.dk/firma/selskabet-af-27.-juni-1997-aps/ansager/bioteknologi/0C13X8I0225/","Selskabet af 27. juni 1997 ApS",1997,NA,15651
"355","https://www.proff.dk/firma/embark-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0NAGPAI0225/","Embark Biotech ApS",2017,8,10677
"356","https://www.proff.dk/firma/alphalyse-as/odense-m/bioteknologi/0FXFEWI0225/","ALPHALYSE A/S",2002,23,10505
"357","https://www.proff.dk/firma/ampliqon-as/odense-m/bioteknologi/0FPLSZI0225/","AMPLIQON A/S",2002,26,10184
"358","https://www.proff.dk/firma/eurofins-genomics-denmark-as/galten/bioteknologi/0M7T1OI0225/","Eurofins Genomics Denmark A/S",2015,7,10166
"359","https://www.proff.dk/firma/bioporto-as/hellerup/bioteknologi/0AF3BXI0225/","BIOPORTO A/S",1917,9,9600
"360","https://www.proff.dk/firma/cysbio-aps/h%C3%B8rsholm/bioteknologi/0NZ540I0225/","CysBio ApS",2019,16,8047
"361","https://www.proff.dk/firma/fida-biosystems-aps/s%C3%B8borg/bioteknologi/0KNHBYI0225/","Fida Biosystems ApS",2012,11,7807
"362","https://www.proff.dk/firma/sanos-as/herlev/bioteknologi/0G2NQLI0225/","Sanos A/S",2003,42,5847
"363","https://www.proff.dk/firma/grundfos-biobooster-as/lang%C3%A5/bioteknologi/0HDRHTI0225/","GRUNDFOS BIOBOOSTER A/S",2005,1,5405
"364","https://www.proff.dk/firma/bioxpedia-as/aarhus-n/bioteknologi/0MSIH0I0225/","BioXpedia A/S",2016,16,5400
"365","https://www.proff.dk/firma/inmold-as/h%C3%B8rsholm/bioteknologi/0I7TG2I0225/","INMOLD A/S",2007,8,5137
"366","https://www.proff.dk/firma/visiana-aps/h%C3%B8rsholm/bioteknologi/0IT43AI0225/","VISIANA ApS",2008,6,4940
"367","https://www.proff.dk/firma/galecto-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0KRKBII0225/","GALECTO BIOTECH ApS",2012,15,0
"368","https://www.proff.dk/firma/immunitrack-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0J9BT0I0225/","IMMUNITRACK ApS",2013,12,4533
"369","https://www.proff.dk/firma/civi-biopharma-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0MN2FMI0225/","CiVi Biopharma A/S",2016,1,4485
"370","https://www.proff.dk/firma/biovantage.dk-aps/k%C3%B8benhavn-k/bioteknologi/0LQAGGI0225/","BIOVANTAGE.DK ApS",2015,1,4092
"371","https://www.proff.dk/firma/aquaporin-as/kgs.-lyngby/bioteknologi/0GUWJ2I0225/","AQUAPORIN A/S",2005,85,4073
"372","https://www.proff.dk/firma/qlife-aps/ballerup/bioteknologi/0NSYITI0225/","Qlife ApS",2018,56,3732
"373","https://www.proff.dk/firma/tag-copenhagen-as/frederiksberg/bioteknologi/0CCU83I0225/","TAG COPENHAGEN A/S",1998,9,3596
"374","https://www.proff.dk/firma/artisan-research-labs-aps/k%C3%B8benhavn-n/bioteknologi/0O5HEJI0225/","Artisan Research Labs ApS",2019,4,3263
"375","https://www.proff.dk/firma/2curex-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0HIJRCI0225/","2cureX A/S",2006,9,3249
"376","https://www.proff.dk/firma/hoba-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0MRFCYI0225/","Hoba Therapeutics ApS",2016,4,1393
"377","https://www.proff.dk/firma/zentexia-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O6UTYI0225/","Zentexia ApS",2019,1,1350
"378","https://www.proff.dk/firma/pancryos-aps/k%C3%B8benhavn-n/bioteknologi/0N8BZXI0225/","PanCryos ApS",2017,3,1324
"379","https://www.proff.dk/firma/biosynergy-as/svendborg/bioteknologi/0FVIQ5I0225/","BIOSYNERGY A/S",2002,3,1277
"380","https://www.proff.dk/firma/omiics-aps/aarhus-n/bioteknologi/0NNLO7I0225/","Omiics ApS",2018,2,1202
"381","https://www.proff.dk/firma/unseen-biometrics-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NUC55I0225/","Unseen Biometrics ApS",2018,2,1180
"382","https://www.proff.dk/firma/silmeco-aps/k%C3%B8benhavn-sv/bioteknologi/0J943AI0225/","SILMECO ApS",2013,3,1154
"383","https://www.proff.dk/firma/avp-biopharma-consult-aps/virum/bioteknologi/0MHJUII0225/","AVP BioPharma Consult ApS",2016,1,1107
"384","https://www.proff.dk/firma/hoejmark-group-as/lem-st/bioteknologi/08HTO9I0225/","HOEJMARK GROUP A/S",1990,13,1102
"385","https://www.proff.dk/firma/save-stemcell-center-aps/slagelse/bioteknologi/0NRYWNI0225/","Save Stemcell Center ApS",2018,2,1094
"386","https://www.proff.dk/firma/pharma-evidence-aps/farum/bioteknologi/0KLB4NI0225/","PHARMA EVIDENCE ApS",2012,1,1073
"387","https://www.proff.dk/firma/re-energy-properties-as/r%C3%B8dovre/bioteknologi/0IE9V7I0225/","RE Energy Properties A/S",2007,NA,1072
"388","https://www.proff.dk/firma/me-ta-aps/kongens-lyngby/bioteknologi/0M6QEHI0225/","ME-TA ApS",2015,4,1054
"389","https://www.proff.dk/firma/biomediq-as/drag%C3%B8r/bioteknologi/0IK88RI0225/","BIOMEDIQ A/S",2008,1,1023
"390","https://www.proff.dk/firma/consibio-aps/risskov/bioteknologi/0N5HGCI0225/","Consibio ApS",2017,6,978
"391","https://www.proff.dk/firma/c-aps/hellerup/bioteknologi/0MALFQI0225/","C- ApS",2016,NA,956
"392","https://www.proff.dk/firma/greatop-science-technology-development-denmark-aps/nyborg/bioteknologi/0LCN0LI0225/","GREATOP SCIENCE &amp; TECHNOLOGY DEVELOPMENT (DENMARK) ApS",2014,2,945
"393","https://www.proff.dk/firma/dianox-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O5C2DI0225/","Dianox ApS",2019,1,933
"394","https://www.proff.dk/firma/octarine-bio-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NQA3OI0225/","Octarine Bio ApS",2018,10,917
"395","https://www.proff.dk/firma/prediagnose-aps/karlslunde/bioteknologi/0MYJ82I0225/","PreDiagnose ApS",2017,1,766
"396","https://www.proff.dk/firma/torleif-science-aps/br%C3%B8nsh%C3%B8j/bioteknologi/0OPY2DI0225/","Torleif Science ApS",2020,1,757
"397","https://www.proff.dk/firma/ribotask-aps/odense-s%C3%B8/bioteknologi/0HQI3JI0225/","RIBOTASK ApS",2006,2,696
"398","https://www.proff.dk/firma/c4pain-aps/aalborg/bioteknologi/0J84Z6I0225/","C4PAIN ApS",2009,NA,658
"399","https://www.proff.dk/firma/mt-microsearch-aps/k%C3%B8benhavn-n/bioteknologi/0MIGHMI0225/","MT-MicroSearch ApS",2016,NA,649
"400","https://www.proff.dk/firma/medbroker-aps/gadstrup/bioteknologi/0IZK7GI0225/","Medbroker ApS",2009,4,646
"401","https://www.proff.dk/firma/plastisens-aps/k%C3%B8benhavn-k/bioteknologi/0LGWT8I0225/","PLASTISENS ApS",2014,NA,144
"402","https://www.proff.dk/firma/casad-associates-aps/frederiksberg-c/bioteknologi/0LFZYCI0225/","CASAD &amp; ASSOCIATES ApS",2014,1,138
"403","https://www.proff.dk/firma/curo-diagnostics-aps/bagsv%C3%A6rd/bioteknologi/0K7W4LI0225/","CURO Diagnostics ApS",2011,NA,133
"404","https://www.proff.dk/firma/eegtraining-nord-aps/vestbjerg/bioteknologi/0MKS21I0225/","EEGTRAINING NORD ApS",2016,1,129
"405","https://www.proff.dk/firma/stradevo-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0KS107I0225/","STRADEVO A/S",2013,NA,126
"406","https://www.proff.dk/firma/holm-christensen-biosystemer-aps/%C3%A5lsg%C3%A5rde/bioteknologi/0Y98E8I0225/","HOLM CHRISTENSEN BIOSYSTEMER ApS",1976,1,118
"407","https://www.proff.dk/firma/entomass-aps/l%C3%B8kken/bioteknologi/0N9GZ4I0225/","EntoMass ApS",2017,6,110
"408","https://www.proff.dk/firma/jkastrup.aps/birker%C3%B8d/bioteknologi/0NG91YI0225/","JKastrup.ApS",2018,NA,107
"409","https://www.proff.dk/firma/biogenity-aps/aalborg-%C3%B8st/bioteknologi/0NKWWDI0225/","Biogenity ApS",2018,5,97
"410","https://www.proff.dk/firma/suresh-rattan-aps/aarhus-n/bioteknologi/0O2MB3I0225/","Suresh Rattan ApS",2019,NA,83
"411","https://www.proff.dk/firma/bylykke-aps/aalborg/bioteknologi/0KLHFII0225/","ByLykke ApS",2012,1,80
"412","https://www.proff.dk/firma/future-energy-technologies-aps/struer/bioteknologi/0KJ8KAI0225/","FUTURE ENERGY TECHNOLOGIES ApS",2012,1,70
"413","https://www.proff.dk/firma/camilla-gustafsen-holding-aps/aarhus-c/bioteknologi/0MY60VI0225/","Camilla Gustafsen Holding ApS",2017,NA,66
"414","https://www.proff.dk/firma/mhj-research-aps/hellerup/bioteknologi/0OMM8SI0225/","MHJ Research ApS",2020,NA,66
"415","https://www.proff.dk/firma/vitrox-aps/risskov/bioteknologi/05Z2WXI0225/","VITROX ApS",2000,NA,64
"416","https://www.proff.dk/firma/l-folkersen-holding-aps/kongens-lyngby/bioteknologi/0MKQC6I0225/","L Folkersen Holding ApS",2016,NA,43
"417","https://www.proff.dk/firma/bacticon-aps/kgs.-lyngby/bioteknologi/0L2WYZI0225/","BACTICON ApS",2013,NA,39
"418","https://www.proff.dk/firma/kriska-biotech-aps/gedsted/bioteknologi/0MDQ5FI0225/","Kriska BioTech ApS",2016,NA,39
"419","https://www.proff.dk/firma/mosspiration-biotech-aps/h%C3%B8rsholm/bioteknologi/0M9X7UI0225/","Mosspiration Biotech ApS",2016,NA,38
"420","https://www.proff.dk/firma/redo-neurosystems-aps/aalborg-%C3%B8st/bioteknologi/0OSZWLI0225/","REDO-Neurosystems ApS",2020,4,36
"421","https://www.proff.dk/firma/ava-genomics-consultancy-aps/skovlunde/bioteknologi/0MBMB2I0225/","AVA Genomics Consultancy ApS",2016,NA,34
"422","https://www.proff.dk/firma/isanans-pharma-aps/frederiksberg/bioteknologi/0NOVF5I0225/","Isanans Pharma ApS",2018,NA,30
"423","https://www.proff.dk/firma/henrik-wendler-coaching-aps/k%C3%B8benhavn-v/bioteknologi/0KO3GWI0225/","Henrik Wendler Coaching ApS",2012,NA,29
"424","https://www.proff.dk/firma/venomaid-diagnostics-aps/kongens-lyngby/bioteknologi/0NSXNXI0225/","VenomAid Diagnostics ApS",2018,NA,25
"425","https://www.proff.dk/firma/geco-aps/kongens-lyngby/bioteknologi/0M7H1LI0225/","GeCo ApS",2015,NA,19
"426","https://www.proff.dk/firma/pond-textile-as/aarhus-c/bioteknologi/0NID9JI0225/","pond Textile A/S",2018,3,5540
"427","https://www.proff.dk/firma/lophora-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NQKOPI0225/","Lophora ApS",2018,5,5402
"428","https://www.proff.dk/firma/curasight-as/k%C3%B8benhavn-n/bioteknologi/0KZILPI0225/","CURASIGHT A/S",2013,8,4791
"429","https://www.proff.dk/firma/cirqle-biomedical-contraception-aps/k%C3%B8benhavn-n/bioteknologi/0NQGMHI0225/","Cirqle Biomedical Contraception ApS",2018,8,4133
"430","https://www.proff.dk/firma/oncoral-pharma-aps/kongens-lyngby/bioteknologi/0L4HHAI0225/","ONCORAL PHARMA ApS",2013,NA,3856
"431","https://www.proff.dk/firma/stemmedical-as/s%C3%B8borg/bioteknologi/0LCG7CI0225/","Stemmedical A/S",2014,11,3793
"432","https://www.proff.dk/firma/pokeacell-aps/k%C3%B8benhavn-n/bioteknologi/0OHFRLI0225/","PokeAcell ApS",2020,9,3393
"433","https://www.proff.dk/firma/avilex-pharma-aps/k%C3%B8benhavn-n/bioteknologi/0KRYKCI0225/","AVILEX PHARMA ApS",2012,4,3133
"434","https://www.proff.dk/firma/stipe-therapeutics-aps/aarhus-c/bioteknologi/0NMPWNI0225/","STIPE Therapeutics ApS",2018,15,0
"435","https://www.proff.dk/firma/blue-cell-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0NSY0AI0225/","Blue Cell Therapeutics ApS",2018,11,2944
"436","https://www.proff.dk/firma/inprother-aps/k%C3%B8benhavn-n/bioteknologi/0K827EI0225/","INPROTHER ApS",2011,17,2744
"437","https://www.proff.dk/firma/xcelcyte-as/h%C3%B8rsholm/bioteknologi/0OORHUI0225/","XcelCyte A/S",2020,1,2628
"438","https://www.proff.dk/firma/ok-biotech-aps/eg%C3%A5/bioteknologi/0BZLKLI0225/","OK BIOTECH ApS",1997,1,2622
"439","https://www.proff.dk/firma/fenucure-medical-aps/kongens-lyngby/bioteknologi/0GYKLZI0225/","Fenucure Medical ApS",2005,NA,2429
"440","https://www.proff.dk/firma/teitur-trophics-aps/hjortsh%C3%B8j/bioteknologi/0OG0W7I0225/","Teitur Trophics ApS",2020,3,2396
"441","https://www.proff.dk/firma/chreto-aps/v%C3%A6rl%C3%B8se/bioteknologi/0JVHUII0225/","CHRETO ApS",2010,5,2308
"442","https://www.proff.dk/firma/swedish-biomimetics-3000-aps/k%C3%B8benhavn-k/bioteknologi/0ORLN9I0225/","Swedish Biomimetics 3000 ApS",2020,1,2283
"443","https://www.proff.dk/firma/aimvion-as/k%C3%B8benhavn-n/bioteknologi/0M3MGAI0225/","AimVion A/S",2015,NA,2212
"444","https://www.proff.dk/firma/lactobio-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0N5I2II0225/","LACTOBIO A/S",2017,12,2190
"445","https://www.proff.dk/firma/ankrin-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0NOT5TI0225/","Ankrin Therapeutics ApS",2018,7,2067
"446","https://www.proff.dk/firma/biovices-ipr-holding-aps/k%C3%B8benhavn-k/bioteknologi/0O7CZKI0225/","BioVices IPR Holding ApS",2019,NA,2067
"447","https://www.proff.dk/firma/asarina-pharma-aps/k%C3%B8benhavn-n/bioteknologi/0MX3HCI0225/","Asarina Pharma ApS",2017,2,1891
"448","https://www.proff.dk/firma/cbio-as/s%C3%B8borg/bioteknologi/0NXZCYI0225/","CBio A/S",2019,11,1814
"449","https://www.proff.dk/firma/selma-diagnostics-aps/k%C3%B8benhavn-n/bioteknologi/0M07KWI0225/","Selma Diagnostics ApS",2015,1,1617
"450","https://www.proff.dk/firma/biophero-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0MOTCSI0225/","BioPhero ApS",2016,26,1600
"451","https://www.proff.dk/firma/azebiotics-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O44BXI0225/","Azebiotics ApS",2019,NA,186
"452","https://www.proff.dk/firma/buhl-krone-holding-aps/farum/bioteknologi/0F81QDI0225/","BUHL KRONE HOLDING ApS",2000,2,165
"453","https://www.proff.dk/firma/orbit-project-aps/k%C3%B8benhavn-k/bioteknologi/0OIWUMI0225/","Orbit Project ApS",2020,NA,157
"454","https://www.proff.dk/firma/pephexia-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0OLM3SI0225/","Pephexia Therapeutics ApS",2020,3,146
"455","https://www.proff.dk/firma/qntm-labs-aps/odense-s%C3%B8/bioteknologi/0OJGR3I0225/","QNTM Labs ApS",2020,11,140
"456","https://www.proff.dk/firma/diet4life-aps/hammel/bioteknologi/0KVCDVI0225/","DIET4LIFE ApS",2013,2,138
"457","https://www.proff.dk/firma/liplasome-pharma-aps/vejle/bioteknologi/0HIR6QI0225/","LIPLASOME PHARMA ApS",2006,NA,133
"458","https://www.proff.dk/firma/tech-2-art-as/svendborg/bioteknologi/0M2M2II0225/","Tech 2 Art A/S",2015,NA,128
"459","https://www.proff.dk/firma/legomics-aps/k%C3%B8benhavn-nv/bioteknologi/0LD9ODI0225/","LEGOMICS ApS",2014,1,118
"460","https://www.proff.dk/firma/evolva-biotech-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0F7916I0225/","EVOLVA BIOTECH A/S",2000,NA,116
"461","https://www.proff.dk/firma/therazone-aps/drag%C3%B8r/bioteknologi/0G86JAI0225/","THERAZONE ApS",2003,2,115
"462","https://www.proff.dk/firma/skandinavisk-cryo-teknik-aps/them/bioteknologi/0NOPXLI0225/","Skandinavisk Cryo Teknik Aps",2018,NA,104
"463","https://www.proff.dk/firma/bio-bond-aps/aarhus-c/bioteknologi/0M50LGI0225/","Bio Bond ApS",2015,NA,102
"464","https://www.proff.dk/firma/unibio-russia-aps/roskilde/bioteknologi/0MATC8I0225/","UniBio Russia ApS",2016,NA,101
"465","https://www.proff.dk/firma/cellugy-aps/aarhus-v/bioteknologi/0NHUELI0225/","Cellugy ApS",2018,8,94
"466","https://www.proff.dk/firma/7tm-as/h%C3%B8rsholm/bioteknologi/0EY5UZI0225/","7TM A/S",2000,NA,91
"467","https://www.proff.dk/firma/estibio-aps/ballerup/bioteknologi/0HE3V3I0225/","ESTIBIO ApS",2005,NA,88
"468","https://www.proff.dk/firma/biogalacid-aps/str%C3%B8by/bioteknologi/0KZ7ZZI0225/","BIOGALACID ApS",2013,NA,88
"469","https://www.proff.dk/firma/pixiegene-as/k%C3%B8benhavn-v/bioteknologi/0HRRHJI0225/","PIXIEGENE A/S",2006,NA,81
"470","https://www.proff.dk/firma/eurofins-safer-at-work-nordics-as/galten/bioteknologi/0IX5VXI0225/","Eurofins Safer At Work Nordics A/S",2008,3,72
"471","https://www.proff.dk/firma/hhc-medical-aps/hiller%C3%B8d/bioteknologi/0O8UE4I0225/","HHC Medical ApS",2019,2,70
"472","https://www.proff.dk/firma/bio-y-as/helsing%C3%B8r/bioteknologi/0F6PY0I0225/","BIO-Y A/S",2000,1,69
"473","https://www.proff.dk/firma/minigut-aps/h%C3%B8rsholm/bioteknologi/0OJI8ZI0225/","MiniGut ApS",2020,NA,67
"474","https://www.proff.dk/firma/dm-consulting-aps/snekkersten/bioteknologi/0J3EJBI0225/","DM CONSULTING ApS",2009,NA,63
"475","https://www.proff.dk/firma/c5-technologies-aps/ballerup/bioteknologi/0JG8B8I0225/","C5 TECHNOLOGIES ApS",2009,NA,60
"476","https://www.proff.dk/firma/aesculus-bio-aps/k%C3%B8benhavn-n/bioteknologi/0O5CYQI0225/","Aesculus Bio ApS",2019,NA,12
"477","https://www.proff.dk/firma/unibio-ksa-aps/roskilde/bioteknologi/0O9ODCI0225/","Unibio KSA ApS",2019,NA,12
"478","https://www.proff.dk/firma/beatsco2-aps/charlottenlund/bioteknologi/0ONTLYI0225/","Beatsco2 ApS",2020,NA,12
"479","https://www.proff.dk/firma/genym-investment-group-aps/farum/bioteknologi/0N11CII0225/","Genym Investment Group ApS",2017,NA,11
"480","https://www.proff.dk/firma/mlmc-therapeutics-aps/k%C3%B8benhavn-s/bioteknologi/0OKQ2GI0225/","MLMC Therapeutics ApS",2020,NA,11
"481","https://www.proff.dk/firma/bpbd-consult-aps/frederiksberg/bioteknologi/0HIC16I0225/","BPBD CONSULT ApS",2006,NA,10
"482","https://www.proff.dk/firma/m-field-energy-aps/hobro/bioteknologi/0LO8RZI0225/","M-FIELD ENERGY ApS",2014,NA,10
"483","https://www.proff.dk/firma/peder-s%C3%B8ndergaard-madsen-holding-aps/risskov/bioteknologi/0MY65TI0225/","Peder Søndergaard Madsen Holding ApS",2017,NA,9
"484","https://www.proff.dk/firma/riid-ivs/helleb%C3%A6k/bioteknologi/0NT2J5I0225/","RiiD IVS",2018,NA,9
"485","https://www.proff.dk/firma/hat_cph_holding-aps/stenl%C3%B8se/bioteknologi/0OHVHAI0225/","HAT_CPH_Holding ApS",2020,NA,9
"486","https://www.proff.dk/firma/martech-aps/odense-c/bioteknologi/0K5UYKI0225/","MARTECH ApS",2011,NA,8
"487","https://www.proff.dk/firma/lindhardt-holdings-aps/haslev/bioteknologi/0NFKS5I0225/","Lindhardt Holdings ApS",2018,NA,8
"488","https://www.proff.dk/firma/andstats-ii-aps/frederiksberg/bioteknologi/0PBKHQI0225/","AndStats II ApS",2021,1,8
"489","https://www.proff.dk/firma/jensen-bioconsult-aps/br%C3%B8nsh%C3%B8j/bioteknologi/0L8JIZI0225/","JENSEN BIOCONSULT ApS",2014,NA,7
"490","https://www.proff.dk/firma/covitest-aps/k%C3%B8benhavn-n/bioteknologi/0OKUMYI0225/","Covitest ApS",2020,NA,7
"491","https://www.proff.dk/firma/asml-holding-aps/odense-s/bioteknologi/0HL49MI0225/","ASML HOLDING ApS",2006,NA,6
"492","https://www.proff.dk/firma/peter-holst-consulting-aps/s%C3%B8borg/bioteknologi/0K7ZZZI0225/","PETER HOLST CONSULTING ApS",2011,NA,6
"493","https://www.proff.dk/firma/krystof-holding-aps/odense-s/bioteknologi/0L8JWBI0225/","KRYSTOF HOLDING ApS",2014,NA,6
"494","https://www.proff.dk/firma/trt-innovations-aps/k%C3%B8benhavn-n/bioteknologi/0LRBQZI0225/","TRT INNOVATIONS APS",2015,NA,6
"495","https://www.proff.dk/firma/wexotec-aps/charlottenlund/bioteknologi/0FNQ3HI0225/","WEXOTEC ApS",2001,NA,5
"496","https://www.proff.dk/firma/kj-export-aps/hinnerup/bioteknologi/0H953RI0225/","KJ EXPORT ApS",2005,NA,5
"497","https://www.proff.dk/firma/angio-aps/klampenborg/bioteknologi/0J0LE3I0225/","ANGIO ApS",2009,NA,5
"498","https://www.proff.dk/firma/blue-healthcare-investments-aps/vedb%C3%A6k/bioteknologi/0LUAVZI0225/","BLUE Healthcare Investments ApS",2015,NA,5
"499","https://www.proff.dk/firma/agrofertil-international-aps/horslunde/bioteknologi/0MU5Y0I0225/","Agrofertil-International ApS",2017,NA,5
"500","https://www.proff.dk/firma/asqariholding-aps/virum/bioteknologi/0NY14ZI0225/","ASQARIHolding ApS",2019,NA,5
"501","https://www.proff.dk/firma/aquaporin-as/kongens-lyngby/bioteknologi/GPY2YBI0225/","Aquaporin A/S",2005,85,4073
"502","https://www.proff.dk/firma/immudex-aps/virum/bioteknologi/GRWHACI0225/","Immudex ApS",2008,54,24389
"503","https://www.proff.dk/firma/gubra-aps/h%C3%B8rsholm/bioteknologi/GS6M66I0225/","Gubra ApS",2008,NA,134886
"504","https://www.proff.dk/firma/eurofins-safer-at-work-nordics-as/galten/bioteknologi/GS7OXVI0225/","Eurofins Safer At Work Nordics A/S",2008,1,72
"505","https://www.proff.dk/firma/lifescience-consulting-vmorten-heide/kongens-lyngby/bioteknologi/GS8IZNI0225/","Lifescience Consulting v/Morten Heide",0,0,0
"506","https://www.proff.dk/firma/w2ge-aps-under-konkurs/ish%C3%B8j/bioteknologi/GSPYZ3I0225/","W2ge ApS  Under Konkurs",2009,NA,743
"507","https://www.proff.dk/firma/biomodics-aps/kongens-lyngby/bioteknologi/GSWSCFI0225/","Biomodics ApS",2010,NA,1916
"508","https://www.proff.dk/firma/inbicon-kalundborg/kalundborg/bioteknologi/GT2KH3I0225/","Inbicon Kalundborg",2010,NA,25651
"509","https://www.proff.dk/firma/inbicon-gentofte/gentofte/bioteknologi/GT2KHBI0225/","Inbicon Gentofte",2010,NA,25651
"510","https://www.proff.dk/firma/bylykke-aps/aalborg/bioteknologi/GTXP6GI0225/","Bylykke ApS",2012,NA,80
"511","https://www.proff.dk/firma/sime-diagnostics-aps/kongens-lyngby/bioteknologi/GTZP2UI0225/","Sime Diagnostics ApS",2012,1,39
"512","https://www.proff.dk/firma/videncenter-for-rehabilitering-og-palliation/nyborg/bioteknologi/GU61NSI0225/","Videncenter For Rehabilitering og Palliation",0,0,0
"513","https://www.proff.dk/firma/grundfos-biobooster-as/lang%C3%A5/bioteknologi/GUEV4FI0225/","Grundfos Biobooster A/S",2013,1,5405
"514","https://www.proff.dk/firma/bacticon-aps/kongens-lyngby/bioteknologi/GUHHCPI0225/","Bacticon ApS",2013,NA,39
"515","https://www.proff.dk/firma/gr%C3%B8nland-cas/k%C3%B8benhavn-v/bioteknologi/GUKM43I0225/","Grønland (Cas)",2013,NA,0
"516","https://www.proff.dk/firma/origio-as/%C3%B8lstykke/bioteknologi/GUM0YHI0225/","Origio A/S",2013,NA,185823
